Country,"Name, Institution"
Norway,"Karen O’Brien, University of Oslo"
Norway,"Ellen Øseth, Norwegian Polar Institute"
Norway,"Marit Viktoria Pettersen, Ministry of Foreign Affairs"
Norway,"Asgeir Sorteberg, University of Bergen"
Norway,"Linda Sygna, University of Oslo"
Norway,"Kirsten Ulsrud, University of Oslo"
Norway,"Vigdis Vestreng, Climate and Pollution Agency"
,
Pakistan,"Muhammad Mohsin Iqbal, Global Change Impact Studies Centre"
Pakistan,"Jawed Ali Khan, Ministry of Environment"
Pakistan,"Maira Zahur, Women for Climate Justice"
,
Palestinian National Authority,"Nedal Katbeh-Bader, Environment Quality Authority"
,
Peru,"Eduardo Calvo, Universidad Nacional Mayor de San Marcos"
Peru,"Encinas Carla, Intercooperation"
Peru,"Silvia Llosa, United Nations International Strategy for Disaster Reduction"
,
Philippines,"Imelda Abarquez, Oxfam Hong Kong"
Philippines,"Sanny Jegillos, United Nations Development Programme"
Philippines,"Rosa Perez, Manila Observatory"
,
Poland,"Janusz Filipiak, Institute of Meteorology and Water Management"
Poland,"Zbigniew Kundzewicz, Polish Academy of Sciences"
Poland,"Zbigniew Ustrnul, Institute of Meteorology and Water Management, Jagiellonian University"
Poland,"Joanna Wibig, University of Lodz"
,
Republic of Korea,"So-Min Cheong, University of Kansas"
Republic of Korea,"Tae Sung Cheong, National Emergency Management Agency"
Republic of Korea,"Soojeong Myeong, Korea Environment Institu"
,
Republic of Maldives,"Amjad Abdulla, IPCC Vice Chair WG II, Climate Change Energy Department, Ministry of Housing and Environment"
,
Romania,"Roxana Bojariu, National Meteorological Administration"
Romania,"Sorin Cheval, National Meteorological Administration"
,
Russian Federation,"E. M. Akentyeva, Main Geophysical Observatory"
Russian Federation,"Sergey Borsch, Hydromet Center of Russia"
,
Russian Federation,"N. V. Kobysheva, Main Geophysical Observatory"
Russian Federation,"Boris Porfiriev, Institute for Economic Forecasting, Russian Academy of Sciences"
Russian Federation,"Vladimir Semenov, A.M. Obukhov Institute of Atmospheric Physics"
Russian Federation,"Boris Sherstyukov, All Russian Research Institute of Hydrometeorological Information World Data Center"
,
Senegal,"Cherif Diop, Senegalese Meteorological Agency"
,
South Africa,"Reinette (Oonsie) Biggs, Stockholm Resilience Centre, Stockholm University"
South Africa,"Bruce Glavovic, Massey University"
South Africa,"Bettina Koelle, Indigo Development and Change"
South Africa,"Noel Oettle, Environmental Monitoring Group"
South Africa,"Coleen Vogel, University of Witwatersrand"
South Africa,"Gina Ziervogel, University of Cape Town"
,
Spain,"Enric Aguilar, Universitat Rovira i Virgili"
Spain,"Gerardo Benito, Spanish Council for Scientific Research"
Spain,"Jorge Bonnet Fernandez Trujillo, Government of the Canary Islands"
Spain,"Francisco Garcia Novo, University of Seville"
Spain,"José Manuel Gutiérrez, Consejo Superior de Investigaciones Científicas"
Spain,"Ana Iglesias, Universidad Politecnica de Madrid"
Spain,"José Antonio López-Díaz, Agencia Estatal de Meteorología"
Spain,"Concepcion Martinez-Lope, Spanish Bureau for Climate Change"
Spain,"José Moreno, University of Castilla-La Mancha"
Spain,"Francisco Pascual, Spanish Bureau for Climate Change"
Spain,"Jose Ramon Picatoste-Ruggeroni, Spanish Bureau for Climate Change"
Spain,"Ernesto Rodriguez-Camino, Spanish Meteorological Agency"
Spain,"Sabater Sergi, University Girona"
,
Sudan,"Ismail Fadl El Moula Mohamed, Sudan Meteorological Authority"
Sudan,"Balgis Osman-Elasha, African Development Bank"
,
Sweden,"Cecilia Alfredsson, Swedish Civil Contingencies Agency"
Sweden,"Lars Barring, Swedish Meteorological and Hydrological Institute"
Sweden,"Sten Bergstrom, Swedish Meteorological and Hydrological Institute"
Sweden,"Pelle Boberg, Swedish Meteorological and Hydrological Institute"
Sweden,"Henrik Carlsen, Swedish Defence Research Agency"
Sweden,"Carl Folke, The Beijer Institute, Stockholm University"
Sweden,"Clarisse Kehler Siebert, Stockholm Environment Institute"
Sweden,"Carina Keskitalo, Umea University"
Sweden,"Richard Klein, Stockholm Environment Institute"
Sweden,"Georg Lindgren, Lund University"
Sweden,"Elin Lovendahl, Swedish Meteorological and Hydrological Institute"
Sweden,"Barbro Naslund-Landenmark, Swedish Civil Contingencies Agency"
Sweden,"Carin Nilsson, Swedish Meteorological and Hydrological Institute"
Sweden,"Ulrika Postgard, Swedish Civil Contingencies Agency"
Sweden,"Markku Rummukainen, Swedish Meteorological and Hydrological Institute"
Sweden,"Johan Schaar, Ministry of Foreign Affairs"
Sweden,"Lisa Schipper, Stockholm Environment Institute"
Sweden,"Ake Svensson, Swedish Civil Contingencies Agency"
,
Switzerland,"Simon Allen, IPCC WGI Technical Support Unit"
Switzerland,"Walter J. Ammann, Global Risk Forum GRF Davos"
Switzerland,"Neville Ash, United Nations Environment Programme"
Switzerland,"Stefan Brönnimann, University of Bern"
Switzerland,"Carlo Casty, Partner Reinsurance Company"
Switzerland,"Nicole Clot, Intercooperation"
,
Switzerland,"Paul Della-Marta, Partner Reinsurance Company"
Switzerland,"Andreas Fischlin, Swiss Federal Institute of Technology, Systems Ecology"
Switzerland,"Markus Gerber, University of Bern, Climate and Environmental Physics"
Switzerland,"Peter Greminger, Federal Office for Environment"
Switzerland,"Christian Huggel, University of Zurich"
Switzerland,"Matthias Huss, University of Fribourg"
Switzerland,"Daniel Kull, International Federation of Red Cross and Red Crescent Societies"
Switzerland,"Juerg Luterbacher, Justus Liebig University"
Switzerland,"Joy Muller, International Federation of Red Cross and Red Crescent Societies"
Switzerland,"Urs Neu, Swiss Academy of Sciences"
Switzerland,"Boris Orlowsky, Swiss Federal Institute of Technology Zurich"
Switzerland,"Pascal Peduzzi, United Nations Environment Programme"
Switzerland,"Gian-Kasper Plattner, IPCC WGI Technical Support Unit"
Switzerland,"Dieter Rickenmann, Swiss Federal Research Institute WSL"
Switzerland,"Stephan Rist, Centre for Development and Environment, University of Bern"
Switzerland,"Jose Romero, Federal Office for the Environment"
Switzerland,"Sonia Seneviratne, Swiss Federal Institute of Technology Zurich"
Switzerland,"Andreas Spiegel, Swiss Re"
Switzerland,"Thomas Stocker, University of Bern"
Switzerland,"Philippe Thalmann, EPFL Swiss Federal Institute of Technology Lausanne"
Switzerland,"Heinz Wanner, University of Bern"
Switzerland,"Andre Wehrli, European Environment Agency"
Switzerland,"Heini Wernli, Swiss Federal Institute of Technology Zurich"
Switzerland,"Irina Zodrow, United Nations International Strategy for Disaster Reduction"
,
Tanzania,"Emmanuel Mpeta, Tanzania Meteorological Agency"
Tanzania,"Khamaldin Daud Mutabazi, Sokoine University of Agriculture"
Tanzania,"Pius Zebhe Yanda, University of Dar es Salaam"
,
Thailand,"Seree Supratid, Rangsit University"
,
The Netherlands,"Frans Berkhout, Vrije University"
The Netherlands,"Laurens Bouwer, Institute for Environmental Studies, Vrije University"
The Netherlands,"Hein W. Haak, The Royal Netherlands Meteorological Institute"
The Netherlands,"Albert Klein Tank, The Royal Netherlands Meteorological Institute"
The Netherlands,"Irene Kreis, Health Protection Agency"
The Netherlands,"Adriaan Perrels, Finnish Meteorological Institute"
The Netherlands,"Maarten van Aalst, Red Cross Red Crescent Climate Centre"
The Netherlands,"Bart van den Hurk, The Royal Netherlands Meteorological Institute"
The Netherlands,"Henny A.J. van Lanen, Wageningen University"
The Netherlands,"Geert Jan van Oldenborgh, The Royal Netherlands Meteorological Institute"
The Netherlands,"Jeroen Warner, Wageningen University"
,
Trinidad and Tobago,"Veronica Belgrave, Ministry of Planning, Housing, and the Environment"
,
Turkey,"Salahattin Incecik, Istanbul Technical University"
,
United Kingdom,"Neil Adger, Tyndall Centre, University of East Anglia"
United Kingdom,"Alex Arnall, University of Reading"
United Kingdom,"Nigel Arnell, University of Reading"
United Kingdom,"Victoria Bell, Centre for Ecology and Hydrology"
United Kingdom,"Enrico Biffis, Imperial College, London"
United Kingdom,"Katrina Brown, University of East Anglia"
United Kingdom,"Simon Brown, Met Office Hadley Centre"
United Kingdom,"Sal Burgess, UK Department for Environment, Food, and Rural Affairs"
United Kingdom,"Harriet Caldin, Health Protection Agency"
United Kingdom,"Diarmid Campbell-Lendrum, World Health Organization"
,
United Kingdom,"Catriona Carmichael, Health Protection Agency"
United Kingdom,"Amanda Charles, UK Government Office for Science"
United Kingdom,"Declan Conway, University of East Anglia"
United Kingdom,"Tim Conway, UK Department for International Development"
United Kingdom,"Anita Cooper, Health Protection Agency"
United Kingdom,"Geoff Darch, Atkins Consultants and University of East Anglia"
United Kingdom,"Ian Davis, Cranfield University"
United Kingdom,"Ken De Souza, UK Department for International Development"
United Kingdom,"Andrew Dlugolecki, Climatic Research UnitUniversity of East Anglia"
United Kingdom,"Maureen Fordham, Northumbria University"
United Kingdom,"Tim Forsyth, London School of Economics and Political Science"
United Kingdom,"Clare Goodess, University of East Anglia Climatic Research Unit"
United Kingdom,"Jim Hall, Newcastle University"
United Kingdom,"Lucy Hayes, UK Department of Energy and Climate Change"
United Kingdom,"Clare Heaviside, Centre for Radiation, Chemical and Environmental Hazards, Health Protection Agency"
United Kingdom,"Debbie Hillier, Oxfam International"
United Kingdom,"Robert Hodgson, University of Exeter"
United Kingdom,"Sari Kovats, London School of Hygiene and Tropical Medicine"
United Kingdom,"Bo Lim, United Nations Development Programme"
United Kingdom,"Andrew Maskrey, UN International Strategy for Disaster Reduction"
United Kingdom,"Michael McCall, Universidad Nacional Autonoma de Mexico"
United Kingdom,"William McGuire, University College London"
United Kingdom,"Thomas Mitchell, Overseas Development Institute"
United Kingdom,"John Morton, Natural Resources Institute, University of Greenwich"
United Kingdom,"Alessandro Moscuzza, UK Department for International Development"
United Kingdom,"Robert Muir-Wood, Risk Management Solutions"
United Kingdom,"Virginia Murray, Health Protection Agency"
United Kingdom,"Katherine Nightingale, Christian Aid"
United Kingdom,"Geoff O’Brien, Northumbria University"
United Kingdom,"Phil O’Keefe, Northumbria University"
United Kingdom,"Jean Palutikof, Griffith University"
United Kingdom,"Mark Pelling, King’s College London"
United Kingdom,"Emily Polack, Institute of Development Studies"
United Kingdom,"Ben Ramalingam, Overseas Development Institute"
United Kingdom,"Nicola Ranger, London School of Economics"
United Kingdom,"John Rees, Natural Environment Research Council, UK"
United Kingdom,"Hannah Rowlatt, Health Protection Agency and University of Sheffield"
United Kingdom,"Sohel Saikat, Health Protection Agency"
United Kingdom,"David Satterthwaite, International Institute for Environment & Development"
United Kingdom,"Chris Sear, UK Department of Energy and Climate Change"
United Kingdom,"A. Simmons, European Centre for Medium-Range Weather Forecasts"
United Kingdom,"Robert Siveter, International Petroleum Industry Environmental Conservation Association"
United Kingdom,"David Smith, University of the West Indies"
United Kingdom,"Stephen Smith, UK Committee on Climate Change"
United Kingdom,"David Stephenson, University of Exeter"
United Kingdom,"Peter Stott, Met Office Hadley Centre"
United Kingdom,"Robert Sykes, International Petroleum Industry Environmental Conservation Association"
United Kingdom,"Thomas Tanner, Institute of Development Studies"
United Kingdom,"Addis Taye, Health Protection Services"
United Kingdom,"Emma Tompkins, University of Southampton, Highfield Campus"
United Kingdom,"John Twigg, University College London"
United Kingdom,"Sotiris Vardoulakis, Health Protection Agency"
United Kingdom,"Emma Visman, Humanitarian Futures Programme, King’s College, London"
United Kingdom,"Tim Waites, UK Department for International Development"
United Kingdom,"David Warrilow, UK Department of Energy and Climate Change"
United Kingdom,"Paul Watkiss, Paul Watkiss Associates"
United Kingdom,"Robert Wilby, University of Loughborough"
United Kingdom,"Michelle Winthrop, UK Department for International Development"
United Kingdom,"Philip Woodworth, National Oceanography Centre"
United Kingdom,"Ronald Young, Young International Ltd / Knowledge Associates International Ltd"
,
United States of America,"David Allen, US Global Change Research Program"
United States of America,"Tom Armstrong, US Global Change Research Program"
United States of America,"Jeff Arnold, US Army Corps of Engineers"
United States of America,"Margaret Arnold, The World Bank"
United States of America,"Bilal Ayyub, University of Maryland"
United States of America,"Donald Ballantyne, MMI Engineering"
United States of America,"Ko Barrett, National Oceanic and Atmospheric Administration"
United States of America,"Stephen Bender, Organization of American States (retired)"
United States of America,"Lisa M. Butler-Harrington, The Wharton School, Kansas State University"
United States of America,"JoAnn Carmin, Massachusetts Institute of Technology"
United States of America,"Edward Carr, US Administration for International Development"
United States of America,"DeWayne Cecil, National Oceanic and Atmospheric Administration"
United States of America,"Christina Chan, US Department of State"
United States of America,"David Cleaves, US Forest Service"
United States of America,"Thomas Cronin, US Geological Survey"
United States of America,"Susan Cutter, University of South Carolina"
United States of America,"Kirstin Dow, University of South Carolina"
United States of America,"David Easterling, National Oceanic and Atmospheric Administration, National Climatic Data Center"
United States of America,"Kristie Ebi, IPCC WGII Technical Support Unit"
United States of America,"Barbara Ellis, Center for Disease Control"
United States of America,"Christopher Emrich, University of South Carolina"
United States of America,"Sandy Eslinger, National Oceanic and Atmospheric Administration"
United States of America,"Ross Faith, US Subcommittee on Disaster Reduction"
United States of America,"Christopher Field, Carnegie Institution for Science"
United States of America,"Stephen Gill, National Oceanic and Atmospheric Administration"
United States of America,"Justin Ginnetti, United Nations International Strategy for Disaster Reduction"
United States of America,"William Gutowski, Iowa State University"
United States of America,"D.E. (Ed) Harrison, National Oceanic and Atmospheric Administration, Pacific Marine Environmental Laboratory"
United States of America,"Jerry Hatfield, US Department of Agriculture"
United States of America,"Robert Heilmayr, Emmett Interdisciplinary Program for Environment and Resources, Stanford University"
United States of America,"Molly Hellmuth, International Research Institute for Climate and Society"
United States of America,"Jeremy Hess, Centers for Disease Control and Prevention"
United States of America,"Robert Hirsch, US Geological Survey"
United States of America,"Robert Jarrett, US Geological Survey"
United States of America,"Terry Jeggle, University of Pittsburgh"
United States of America,"Mark Keim, Centers for Disease Control and Prevention"
United States of America,"Paul Knappenberger, New Hope Environmental Services"
United States of America,"Thomas Knutson, National Oceanic and Atmospheric Administration"
United States of America,"James Kossin, National Oceanic and Atmospheric Administration, National Climatic Data Center"
United States of America,"Howard Kunreuther, The Wharton School, University of Pennsylvania"
United States of America,"David Lea, US Department of State"
United States of America,"Arthur Lee, Chevron Services Company"
United States of America,"Robin Leichenko, Rutgers University"
United States of America,"Maria Carmen Lemos, University of Michigan"
United States of America,"Robert Lempert, RAND Corporation"
United States of America,"David Levinson, US Forest Service"
United States of America,"Joanne Linnerooth-Bayer, International Institute for Applied Systems Analysis"
United States of America,"Peter Liotta, Independent Scholar"
United States of America,"Chris Little, Woodrow Wilson School of Public and International Affairs, Princeton University"
United States of America,"David Lobell, Stanford University"
United States of America,"Pat Longstaff, Syracuse University"
United States of America,"Alexander Lotsch, The World Bank"
United States of America,"Michael MacCracken, Climate Institute"
United States of America,"Katharine Mach, IPCC WGII Technical Support Unit"
United States of America,"Simon Mason, Columbia University"
United States of America,"Michael Mastrandrea, IPCC WGII Technical Support Unit"
United States of America,"Sabrina McCormick, US Environmental Protection Agency"
,
United States of America,"Linda Mearns, National Center for Atmospheric Research"
United States of America,"Jerry Meehl, National Center for Atmospheric Research"
United States of America,"Chris Milly, US Geological Survey"
United States of America,"James Mitchell, Rutgers University"
United States of America,"Marcus Moench, Institute for Social and Environmental Transition"
United States of America,"Susanne Moser, Susanne Moser Research and Consulting"
United States of America,"Meredith Muth, National Oceanic and Atmospheric Administration"
United States of America,"Robert J Naiman, University of Washington"
United States of America,"Robert O’Connor, National Science Foundation"
United States of America,"Ian O’Donnell, Asian Development Bank"
United States of America,"Michael Oppenheimer, Princeton University"
United States of America,"Jacob Park, Green Mountain College"
United States of America,"Roger Pielke Jr., University of Colorado"
United States of America,"David Pierce, Scripps Institution of Oceanography"
United States of America,"Mark Powell, National Oceanic and Atmospheric Administration"
United States of America,"Michael Prather, University of California, Irvine"
United States of America,"Roger Pulwarty, National Oceanic and Atmospheric Administration"
United States of America,"David Reidmiller, US Department of State"
United States of America,"Dian Seidel, National Oceanic and Atmospheric Administration"
United States of America,"Emil Simiu, National Institute of Standards and Technology"
United States of America,"Anthony-Oliver Smith, Emeritus, University of Florida"
United States of America,"Joel Smith, Stratus Consulting"
United States of America,"Susan Solomon, National Oceanic and Atmospheric Administration"
United States of America,"Doreen Stabinsky, College of the Atlantic"
United States of America,"Amanda Staudt, National Wildlife Federation"
United States of America,"Ronald Stouffer, National Oceanic and Atmospheric Administration"
United States of America,"Trigg Talley, US Department of State"
United States of America,"Wassila Thiaw, National Oceanic and Atmospheric Administration"
United States of America,"John Tiefenbacher, Texas State University"
United States of America,"Sezin Tokar, US Agency for International Development"
United States of America,"Kevin E. Trenberth, National Center for Atmospheric Research"
United States of America,"Thomas Wagner, National Aeronautics and Space Administration"
United States of America,"Robert Webb, National Oceanic and Atmospheric Administration"
,
United States of America,"Elke Weber, Columbia University"
United States of America,"Michael Wehner, Lawrence Berkeley National Laboratory"
United States of America,"Jason Westrich, University of Georgia, Odum School of Ecology"
United States of America,"Thomas Wilbanks, Oak Ridge National Laboratory"
United States of America,"Benjamin Wisner, Aon-Benfield UCL Hazard Research Centre, University College London"
United States of America,"Richard Wright, American Society of Civil Engineers"
United States of America,"Donald Wuebbles, University of Illinois"
United States of America,"Tingjun Zhang, University of Colorado National Snow and Ice Data Center"
,
Venezuela,"Maria Teresa Abogado, Ministry of People’s Powers for Foreign Affairs"
Venezuela,"Jose Azuaje, Ministry of People’s Powers for Foreign Affairs"
Venezuela,"Salvano Briceno, United Nations"
Venezuela,"Claudia Salerno Caldera, Ministry of People’s Powers for Foreign Affairs"
Venezuela,"Isabel Di Carlo Quero, Ministry of People’s Powers for Foreign Affairs"
Venezuela,"Rafael Hernandez, Ministry of People’s Powers for Foreign Affairs"
Venezuela,"Federico Lagarde, Ministry of People’s Powers for Foreign Affairs"
Venezuela,"Alejandro Linayo, Research Center on Disaster Risk Reduction"
Venezuela,"Luis Jose Mata, International Monetary Fund"
Venezuela,"Yessica Pereira, Ministry of People’s Powers for Foreign Affairs"
Venezuela,"Reina Perez, Ministry of People’s Powers for Foreign Affairs"
Venezuela,"Rafael Rebolledo, Ministry of People’s Powers for Foreign Affairs"
Venezuela,"Dirk Thielen, Ministry of People’s Powers for Foreign Affairs"
,
Vietnam,"Mai Trong Nhuan, Vietnam National University"
Vietnam,"Bach Tan Sinh, National Institute for Science and Technology Policy and Strategy Studies"
,
Zambia,"Raban Chanda, University of Botswana"
