Name,Institution,Country
"MIGUEL, Brandão",International Life Cycle Academy,Spain
"MIKI, Yanagi",Institute of Energy Economics,Japan
"MILLS, Evan",Lawrence Berkeley National Laboratory,USA
"MINER, Reid",NCASI,USA
"MINTZER, Irving",Johns Hopkins University,USA
"MITCHELL, Ronald",University of Oregon,USA
"MITUSCH, Kay",Karlsruhe Institute of Technology (KIT) and Center for Disaster Management and Risk Reduction Technology (CEDIM),Germany
"MOCK-KNOBLAUCH, Cordula",BASF SE,Germany
"MOGREN, Arne",European Climate foundation,Sweden
"MOHD NORDIN, Noor Akmar Shah",Malaysian Green Technology Corporation,Malaysia
"MONFORTE, Roberto",FIAT Group Automobiles,Italy
"MONSONE, Cristina","Independent expert for REA-Marie Curie, Italian Public Municipality, Italian Prosecutor Office",Italy
"MONTENEGRO BALLESTERO, Johnny",Ministry of Agriculture and Livestock,Costa Rica
"MONTES, Manuel F.",South Centre,Switzerland
"MONTGOMERY, W. David",NERA Economic Consulting,USA
"MOREIRA, Jose Roberto","Institute of Electrotechnology and Energy, University of Sao Paulo",Brazil
"MORI, Akira",Yokohama National University,Japan
"MORI, Shunsuke",Tokyo University of Science,Japan
"MORRIS, Adele",The Brookings Institution,USA
"MORROW, David",University of Alabama at Birmingham,USA
"MOUTINHO, Paulo",Amazon Environmental Research Institute,Brazil
"MUELLER, Lea",Swiss Reinsurance Company,Switzerland
"MULHOLLAND, Denise",US Environmental Protection Agency,USA
"MULLER, Adrian",Research Institute of Organic Agriculture,Switzerland
"MULLER, Duane",Eastern Research Group (ERG),USA
"MÜLLER, Daniel",Norwegian University of Science and Technology,Norway
"MUNOZ CABRE, Miquel",International Renewable Energy Agency,United Arab Emirates
"MURAKAMI, Masakazu","Sumitomo Chemical Co., Ltd.",Japan
"MURAKAMI, Shuzo",Building Research Institute,Japan
"MURASE, Shinya",Sophia University,Japan
"MURATA, Akinobu",National Institute of Advanced Industrial Science and Technology (AIST),Japan
"MUROMACHI, Yasunori",Tokyo Institute of Technology,Japan
"MUSTAPHA, Chaouki",ICAO,Canada
"MUSTONEN, Tero",Snowchange Cooperative,Finland
"MYTELKA, Lynn",UNU-MERIT,France
"NÄÄS, Irenilza",Universidade Paulista,Brazil
"NADAI, Alain",CNRS,France
"NÆSS, Petter",Aalborg University,Denmark
"NAGASHIMA, Miyuki",Research Institute of Innovative Technology for the Earth,Japan
"NAIR, Malini",Indian Institute of Science,India
"NAKAMURA, Hiroyuki",National Institute of Advanced Industrial Science and Technology,Japan
"NAKANO, Naokazu","Sumitomo Metal Industries, Ltd.",Japan
"NATHWANI, Jay",U. S. Department of Energy,USA
"NEGRA, Christine","Secretariat, Commission on Sustainable Agriculture and Climate Change",USA
"NELSON, Julie",University of Massachusetts Boston,USA
"NESJE, Frikk",London School of Economics and Political Science,UK
"NEUHOFF, Karsten",DIW Berlin,Germany
"NEWBURY, Thomas Dunning",U. S. Department of the Interior (retired),USA
"NGAIRA, Josephine Khaoma W",Masinde Muliro University of Science and Technology (MMUST),Kenya
"NILS, Petermann",Potsdam Institute of Climate Impact Research,Germany
"NINOMIYA, Yasushi",Institute for Global Environmental Strategies,Japan
"NOGUEIRA DA SILVA, Milton","Climate Change Forum of Minas Gerais, Brazil",Brazil
"NOGUEIRA DE AVELAR MARQUES, Fabio",Brazilian Forestry Association,Brazil
"NOLAND, Robert",Rutgers University,USA
"NOLT, John","University of Tennessee, Knoxville",USA
"NONAKA, Yuzuru","Electric Power Development Co., Ltd.",Japan
"NOPE - CHANG’A, Ladislaus",Tanzania Meteorological Agency,Tanzania
"NOVIKOVA, Victoria",United Nations Framework Convention on Climate Change (UNFCCC),Germany
"O\’BRIEN, Karen",University of Oslo,Norway
"O\’BRIEN, Michael",UK House of Commons,UK
"OBERHEITMANN, Andreas",Tsinghua University,Germany
"ODA, Junichiro",Research Institute of Innovative Technology for the Earth (RITE),Japan
"OGAWA, Junko","The Institute of Energy Economics, Japan(IEEJ)",Japan
"OGINO, Akifumi",National Agriculture and Food Research Organization (NARO),Japan
"OHL, Cornelia",Europa-Universität Viadrina,Germany
"OHNDORF, Markus",ETH Zurich,Switzerland
"OJOO-MASSAWA, Emily",African Climate policy Centre,Kenya
"OKABE, Masaaki","Asahi Glass Co., LTD.",Japan
"OKASAKI, Teruo",Nippon Steel Corporation,Japan
"OLHOFF, Anne",UNEP Risø Centre,Denmark
"OLIVIER, Jos G.",PBL Netherlands Environmental Assessment Agency,Netherlands
"OLMSTEAD, Sheila",Resources for the Future,USA
"OLSEN, Karen",UNEP Risoe,Denmark
"OPENSHAW, Keith",World Bank Retiree,USA
"ORME-EVANS, Geoffrey",Humane Society International,USA
"OTT, Konrad",Ernst-Moritz-Arndt University Greifswald,Germany
"OUYANG, Minggao","State Key Laboratory of Automotive Safety and Energy, Tsinghua University",China
"PAN, Xubin",Chinese Academy of Inspection and Quarantine,China
"PANDEY, Devendra",Ministry of Environment and Forests,India
"PARK, Jacob",Green Mountain College,USA
"PARTHASARATHY, D",Indian Institute of Technology Bombay,India
"PATRICIA, Ochoa",Ofgem,UK
"PAYNE, Cymie",Rutgers University,USA
"PEASLEE, Kent",Missouri University of Science and Technology,USA
"PECHEUX, Martin",Institut des Foraminifères Symbiotiques,France
"PEDERSEN, Åsa Alexandra Borg",Norwegian Directorate for Nature Management,Norway
"PEETERS, Paul",NHTV University of Applied Sciences Breda (plus TUD & WUR),Netherlands
"PENETRANTE, Ariel Macaspac",University of Leipzig,Germany
"PETERS, Glen",Center for International Environmental and Climate Research - Oslo (CICERO),Norway
"PETIT, Michel","Conseil général de l\‘économie, de l\‘industrie, de l\‘énergie et des technologies",France
"PETSONK, Annie",Environmental Defense Fund,USA
"PICKERING, Jonathan",Australian National University,Australia
"PIETZCKER, Robert",Potsdam Institute for Climate Impact Research,Germany
"PINGOUD, Kim",VTT Technical Research Centre of Finland,Finland
"PLEVIN, Richard",UC Berkeley,USA
"PLOTKIN, Steven",Argonne National Laboratory,USA
"POLONSKY, Alexander",Marine Hydrophysical Institute,Ukraine
"PORRO GONZÁLEZ, Alvaro",CRIC (Opcions),Spain
"POUFFARY, Stephane",Energies 2050 (NGO),France
"PRAG, Andrew",Organisation for Economic Co-operation and Development (OECD),France
"PROIETTI, Stefania",University of Perugia,Italy
"PULLES, Tinus",TNO,Netherlands
"QI, Shaozhou","European Study Centre,Wuhan University",China
"QIAO, Bing","Waterborne Transport Research Institute, Ministry of Transportation",China
"RADUNSKY, Klaus",Umweltbundesamt,Austria
"RAFALOWICZ, Alex",Universidad de La Sabana,Colombia
"RAHA, Debashis",Sustainability and Environmental Solution Pty Ltd,Australia
"RAHMAN, Atiq",Bangladesh Centre for Advanced Studies,Bangladesh
"RAJAMANI, Lavanya",Centre for Policy Research,India
"RAMA IYER, Lakshmi Lavanya",The South Centre,Malaysia
"RAMOS CASTILLO, Ameyali",United Nations University,USA
"RATTLE, Robert",Sault College,Canada
"RATURI, Atul",University of South Pacific,Fiji
"RAYFUSE, Rosemary",University of New South Wales,Australia
"REBETEZ, Martine",WSL and UNINE,Switzerland
"REGA, Nicola",Confederation of European Pulp & Paper Industry (CEPI),Belgium
"REIDMILLER, David",U. S. Department of State,USA
"REISINGER, Andy",New Zealand Agricultural Greenhouse Gas Research Centre,New Zealand
"REMILLARD, E. Marielle",Geo-Watersheds Scientific; SustainUS,USA
"RENDALL, Matthew",University of Nottingham,UK
"REQUATE, Till",University of Kiel,Germany
"REY, Orlando","Ministry of Science, Technology and Environment",Cuba
"REYER, Christopher",Potsdam Institute for Climate Impact Research,Germany
"RIDDLESTONE, Sue",BioRegional Development Group,UK
"ROBINS, Nick",HSBC,UK
"ROBOCK, Alan",Rutgers University,USA
"ROCK, Joachim","Johann Heinrich von Thuenen-Institute, Federal Research Institute for Rural Areas, Forestry and Fisheries",Germany
"RODRIGUEZ, Daniel","University of North Carolina, Chapel Hill",USA
"ROEDER, Mirjam",University of Manchester,UK
"ROGELJ, Joeri",ETH Zurich,Switzerland
"ROMERI, Mario Valentino",Myself,Italy
"ROSEN, Richard",Tellus Institute,USA
"ROSER, Dominic",University of Zurich,Switzerland
"ROUTA, Johanna",Finnish Forest Research Institute,Finland
"ROWLANDS, Ian",University of Waterloo,Canada
"RÜBBELKE, Dirk",Basque Centre for Climate Change,Spain
"RUBIN, Jonathan",University of Maine,USA
"RUNNING, Steven",University of Montana,USA
"RUSS, Peter",European Commission,Spain
"RYABOSHAPKO, Alexey",Institute of Global Climate and Ecology,Russian Federation
"RYAN, Martin",Retired,Ireland
"SALAS, Sonia","Center for Advanced Research on Arid Zones, Universidad de la Serena-Ceaza",Chile
"SALDIVAR, Americo","Faculty of Economics, UNAM",Mexico
"SALIES, Evens",Sciences Po Paris,France
"SÁNCHEZ, María Silvia",Universidad de Ciencias y Artes de Chiapas,Mexico
"SANSOM, Robert",Imperial College,UK
"SANTILLO, David",Greenpeace Research Laboratories,UK
"SANTOS, Stanley",IEA Greenhouse Gas R&D Programme,UK
"SANWAL, Mukul",United Nations (Retired),India
"SARAFIDIS, Yannis",National Observatory of Athens,Greece
"SARTOR, Oliver",CDC Climat,France
"SASAKI, Midori","Tokyo Electric Power Company, Inc.",Japan
"SATO, Misato",London School of Economics and Political Sciences,UK
"SATO, Tamotsu",Forestry and Forest Products Research Institute,Japan
"SAUNDERS, Harry",Decision Processes Incorporated,USA
"SAVEYN, Bert",European Commission,Spain
"SAVOLAINEN, Ilkka",VTT Technical Research Centre of Finland,Finland
"SAWA, Akihiro",The 21st Century Public Policy Institute,Japan
"SAWYER, Steve",Global Wind Energy Council,Netherlands
"SCARTEZZINI, Jean-Louis",Swiss Federal Institute of Technology in Lausanne,Switzerland
"SCHAUER, James",Univesity of Wisconsin-Madison,USA
"SCHEI, Tormod Andre",Statkraft AS,Norway
"SCHIPPER, Hans",Karlsruhe Institute of Technology,Germany
"SCHLEICH, Joachim",Fraunhofer Institute Systems and Innovation Research,France
"SCHLÖMER, Steffen",IPCC WG III TSU,Germany
"SCHMID, Manuel",GIZ German International Development Cooperation,Germany
"SCHNEIDER, Henrique",Schweizerischer Gewerbeverband,Switzerland
"SCHOCK, Robert",Lawrence Livermore National Laboratory,USA
"SCHÖFFEL, Klaus",Gassnova SF,Norway
"SCHRIER-UIJL, Arina",Wetlands International,Netherlands
"SCHUMANN, Ulrich",Deutsches Zentrum für Luft- und Raumfahrt,Germany
"SCHWANITZ, Jana",Potsdam-Institute for Climate Impact Research,Germany
"SCOTT, Joanne",University College London,UK
"SCRIECIU, Serban","University of Greenwich, Natural Resources Institute",UK
"SEARCHINGER, Timothy",Princeton University,USA
"SEKI, Shigetaka",Advanced Industrial Science and Technology (AIST),Japan
"SEN, Partha",South Asian University,India
"SENELWA, Kingiri",Chepkoilel University College,Kenya
"SEYBOTH, Kristin",IPCC WG III TSU,USA
"SHIBAIKE, Narito",Panasonic Corporation,Japan
"SHIMODA, Yoshiyuki",Osaka University,Japan
"SHIRATO, Yasuhito",National Institute for Agro-Environmental Sciences,Japan
"SHUE, Henry",University of Oxford,UK
"SIEBENHUENER, Bernd",Carl von Ossietzky University of Oldenburg,Germany
"SIMIONI, Guillaume",INRA,France
"SIMÕES, André",University of São Paulo - USP,Brazil
"SIMON, Joan Marc",Zero Waste Europe,Spain
"SIMS, Ralph",Massey University,New Zealand
"SINGER, Peter",Princeton University,USA
"SINGH, Putan",Indian Veterinary Research Institute,India
"SINGH, Anil",Central Road Research Institute,India
"SIYAG, Panna",UNFCCC Secretariat,Germany
"SJÖGREN, Per Olof",Chalmers University of Technology,Sweden
"SKIBEVAAG, Anna Malena Giske",UN-Habitat,Norway
"SKOG, Ken",USDA Forest Service,USA
"SKOVGAARD, Jakob",Lund University,Sweden
"SMITH, Michael",Australian National University,Australia
"SMITH, Alison",Freelance environmental consultant and writer,UK
"SMITH, Gwendolyn",Attune,Suriname
"SMITH, Donald",McGill University,Canada
"SMITH, Stephen",Committee on Climate Change,UK
"SMITH, Steven",PNNL,USA
"SMITHERS, Richard",AEA Technology plc,UK
"SOLBERG, Birger",Norwegian University of Life Sciences,Norway
"SOMANATHAN, Eswaran",Indian Statistical Institute,India
"SOMOGYI, Zoltán",Hungarian Forest Research Institute,Hungary
"SOMOZA, Jose",Centre of Environmental Studies; Havana University,Cuba
"SONG, Su","Young Crane Consulting Co., Ltd.",China
"SONNTAG-O’BRIEN, Virginia",UNEP National Climate Finance Institutions Support Programme - \’Fit for the Funds\’ – ibid.,France
"SORENSEN, Bent",Roskilde University,Denmark
"SOTO ARRIAGADA, Leopoldo",Federal Energy Regulatory Commission,USA
"SPERLING, Daniel","University of California, Davis",USA
"STABINSKY, Doreen",College of the Atlantic,USA
"STADELMANN, Martin",University of Zurich,Switzerland
"STECKEL, Jan Christoph",Potsdam Institute for Climate Impact Research,Germany
"STEFANOVIC, Ingrid",University of Toronto,Canada
"STEININGER, Karl",University of Graz,Austria
"STELZER, Volker",Karlsruhe Institute of Technology,Germany
"STENGLER, Ella",CEWEP (Confederation of European Waste-to-Energy Plants),Germany
"STEWARD, Fred",University of Westminster,UK
"STIGSON, Peter",IVL Swedish Environmental Research Institute,Sweden
"STOCKER, Thomas",IPCC WG I Co-Chair / TSU,Switzerland
"STRICKERT, Graham",University of Saskatchewan,Canada
"SUAREZ, Avelino G.","Institute of Ecology and Systematic, Cuban Environmental Agency",Cuba
"SUDO, Tomonori",Japan International Cooperation Agency,Tunisia
"SUGIYAMA, Masahiro",Central Research Institute of Electric Power Industry,Japan
"SUGIYAMA, Taishi",Central Research Institute of Electric Power Industry (CRIEPI),Japan
"SYGNA, Linda",University of Oslo,Norway
"SYRI, Sanna",Aalto University,Finland
"SZKLO, Alexandre",Federal University of Rio de Janeiro,Brazil
"TACHIBANA, Yoshiharu",Tokyo Electric Power Company (TEPCO),Japan
"TAEB, Mohammad",OPEC,Austria
"TAGAMI, Takahiko","Institute of Energy Economics, Japan",Japan
"TAKAGI, Masato",Research Institute of Innovative Technology for the Earth (RITE),Japan
"TAKAHASHI, Kiyoshi",National Institute for Environmental Studies,Japan
"TAKAHASHI, Masamichi",Forestry and Forest Products Research Institute,Japan
"TAKANO, Tsutumo",Forestry and Forest Products Research Institute,Japan
"TAKASE, Satoshi","The Kansai Electric Power Co., Inc.",Japan
"TAKESHITA, Takayuki",The University of Tokyo,Japan
"TAMAKI, Masahiro","The Okinawa Electric Power Co., Inc.",Japan
"TANAKA, Tatsunosuke",TOYOTA INDUSTRIES CORPORATION,Japan
"TANAKA, Hiroshi",Forestry and Forest Products Research Institute,Japan
"TANAKA, Katsumasa",ETH Zurich,Switzerland
"TANG, Zhenghong",University of Nebraska-Lincoln,USA
"TAPIO-BISTROM, Marja-Liisa",FAO,Italy
"TAYLOR, Peter",University of Leeds,UK
"TEMPERTON, Ian",Climate Change Capital,UK
"TESKE, Sven",Greenpeace International,Germany
"TEZUKA, Hiroyuki",JFE Steel Corporation,Japan
"THERESA, Scavenius",University of Copenhagen,Denmark
"THIELEN ENGELBERTZ, Dirk",Instituto Venezolano de Investigaciones Científicas - IVIC,Venezuela
"THOLLANDER, Patrik",Linköping University,Sweden
"THOMAS, Brinda",Carnegie Mellon University,USA
"THOMPSON, Alexander",Ohio State University,USA
"THOMSON, Vivian",University of Virginia,USA
"THOUMI, CFA, Gabriel","United States Agency for International Development: Forest Carbon, Markets, and Communities (FCMC) Program",USA
"THYNELL, Marie",University of Gothenburg,Sweden
"TIETENBERG, Tom",Colby College,USA
"TIRADO, Reyes","Greenpeace Research Laboratories, University of Exeter",UK
"TIWARI, Geetam",Indian Institute of Technology Delhi,India
"TOKIMATSU, Koji",National Institute of Advanced Industrial Science and Technology,Japan
"TOMA, Yo",Ehime University,Japan
"TOMPKINS, Emma",University of Southampton,UK
"TONITTO, Christina",Cornell University,USA
"TONOSAKI, Mario","Forestry and Forest Products Research Institute, Japan",Japan
"TORRES-MARTINEZ, Julio",CUBASOLAR,Cuba
"TORVANGER, Asbjørn",CICERO,Norway
"TRAEGER, Christian",UC Berkeley,USA
"TREBER, Manfred",Germanwatch,Germany
"TRUJILLO, Ramiro",TRANSTECH,Bolivia
"TSUKADA, Naoko",Forestry and Forest Products Research Institute,Japan
"TUERK, Andreas",Joanneum Research,Austria
"TUKKER, Arnold","Netherlands Organisation for Applied Scientific Research TNO and NTNU, Trondheim, Norway",Netherlands
"TULKENS, Henry",Université catholique de Louvain,Belgium
"TVINNEREIM, Endre",University of Bergen / Stein Rokkan Centre,Norway
"UENO, Takahiro",Central Research Institute of Electric Power Industry (CRIEPI),Japan
"VAN ARKEL, Frits",Quinsens Milieuadvies,Netherlands
"VAN ASSELT, Harro",Stockholm Environment Institute,Sweden
"VAN DER HOEK, Klaas",RIVM,Netherlands
"VAN RUIJVEN, Bas",NCAR,USA
"VARELA, Pablo",Ministry of Popular Power for Electricity,Venezuela
"VAUDREVANGE, Pascal",DESY,Germany
"VENTEREA, Rodney",U. S. Dep. of Agriculture / Agricultural Research Service and University of Minnesota,USA
"VICTOR, David",UC San Diego,USA
"VIEWEG-MERSMANN, Marion",Climate Analytics,Germany
"VIGUIÉ, Vincent",CIRED,France
"VILELLA, Maria Elena",GAIA - Global Alliance for Incinerator Alternatives,Spain
"VILLARUEL, Amanda",Norwegian Water Resources and Energy Directorate,Norway
"VIOLA, Eduardo",University of Brasilia,Brazil
"VOGT, Kristiina",University of Washington,USA
"VON BOTHMER, Karl-Heinrich",Potsdam Institute for Climate Impact Research (PIK),Germany
"VON STECHOW, Christoph",IPCC WG III TSU,Germany
"VOORHOEVE, Alex",LSE and Princeton,UK
"WADA, Kenichi",RITE,Japan
"WAGNER, Fabian",International Institute for Applied Systems Analysis (IIASA),Austria
"WALIMWIPI, Hartley","Centre for Energy, Environment and Engineering",Zambia
"WANG, Zheng","Institute of Policy and Management, Chinese Academy of Sciences",China
"WATANABE, Hiroshi","Chubu Electric Power Co., Inc.",Japan
"WEBER, Elke",Columbia University,USA
"WEGENER, Michael",Spiekermann & Wegener Urban and Regional Research,Germany
"WEIR, Tony",University of the South Pacific,Fiji
"WEISZ, Helga",Potsdam Institute for Climate Impact Research,Germany
"WEITZMAN, Martin",Harvard University,USA
"WEST, J. Jason",University of North Carolina,USA
"WETTER, Kathy Jo",ETC Grouip,USA
"WHITMAN, Thea",Cornell University,USA
"WIEDMANN, Thomas",CSIRO,Australia
"WILBANKS, Thomas",Oak Ridge National Laboratory,USA
"WILCOXEN, Peter",Syracuse University,USA
"WILKINSON, Bryce",Capital Economics Limited,New Zealand
"WILLIAMS, Mariama",South Centre,Switzerland
"WITHANACHCHI, Sisira Saddhamangala",University of Kassel,Germany
"WOLF, Amanda",Victoria University of Wellington,New Zealand
"WOODALL, Christopher",USDA Forest Service,USA
"WOODCOCK, James",University of Cambridge,UK
"WOODWARD, Alistair",University of Auckland,New Zealand
"WORRELL, Ernst",Utrecht University,Netherlands
"WORTHINGTON, Karen",BC PROVINCIAL HEALTH SERVICES AUTHORITY,Canada
"WRIGHT, David",University of Ottawa,Canada
"WRIGHT, Richard",Retired from U. S. National Institute of Standards and Technology,USA
"WU, Jian Guo",Chinese Research Academy Of Environmental Sciences,China
"WU, Jing","Institute of Policy and Management, Chinese Academy of Sciences",China
"XHEMALCE, Remzi",Universidad Nacional Autonoma de Mexico,Mexico
"XU, Tengfang",Lawrence Berkeley National Lab,USA
"YAGI, Kazuyuki",National Institute for Agro-Environmental Sciences,Japan
"YAMABE, Masaaki",National Institute of Advanced Industrial Science and Technology (AIST),Japan
"YAMAGISHI, Akihiko","Hokkaido Electric Power Co., Inc.",Japan
"YAMAGISHI, Naoyuki",WWF Japan,Japan
"YAMAGUCHI, Mitsutsune",The University of Tokyo,Japan
"YAMAGUCHI, Tadashi",Deloitte Touche Tohmatsu LLC,Japan
"YAMAMOTO, Tomoyuki",National Institute of Information and Communications Technology,Japan
"YAMAMOTO, Ryuzo",Fuji-Tokoha University,Japan
"YAN, Luhui",Tanzuji,China
"YANG, Baolu",Renmin University of China,China
"YARIME, Masaru",University of Tokyo,Japan
"YBEMA, Remko",Energy Research Center of the Netherlands (ECN),Netherlands
"YE, Qing",Shenzhen Institute of Building Research,China
"YETANO ROCHE, Maria","Wuppertal Institute for Climate, Environment, Energy",Germany
"YOSHINO, Hiroshi",Tohoku University,Japan
"YOSHIYUKI, Kurata","Hokkaido Electric Power Co., Inc.",Japan
"YU, Vicente Paolo",South Centre,Switzerland
"ZACHARIADIS, Theodoros",Cyprus University of Technology,Cyprus
"ZEHNER, Ozzie",University of California - Berkeley,USA
"ZELLI, Fariborz",Lund University,Sweden
"ZETTERBERG, Lars",IVL Swedish Environmental Research Institute,Sweden
"ZHANG, Wen","Foreign Economic Cooperation Office, Ministry of Environmental Protection",China
"ZHANG, Xiaochun",Carnegie Institution\’s Department of Global Ecology,USA
"ZHAO, Xiusheng",Tsinghua University,China
"ZHOU, Guangsheng",Chinese Academy of Meteorological Sciences,China
"ZHOU, Linda",Tsinghua University,China
"ZHU, Xianli",Technical University of Denmark,Denmark
"ZWICKEL, Timm",IPCC WG III TSU,Germany
"AAGESEN, Sara",OECC (Spanish Climate Change Office),Spain
"AASRUD, Andre",Norwegian Environment Agency,Norway
"ABULEIF, Khalid",Ministry of Petroleum and Mineral Resources,Saudi Arabia
"ADAM, Benoit",Federal Public Service for Mobility and Transport,Belgium
"ADEN, Nate",World Resources Institute,USA
"ADENEY, Marion",United States Agency for International Development,USA
"ADIKAARI, Damitha",Department Energy and Climate Change,UK
"ADKINS, Liwayway",United States Department of Energy,USA
"ADLUNGER, Kirsten",Federal Environment Agency,Germany
"AKIMOTO, Keigo",RITE,Japan
"ALBERT, Reinhard",Federal Environment Agency,Germany
"ALKEMADE, Gudi",Ministry of Infrastructure and Environment,Netherlands
"ALLEN, David",United States Global Change Research Program,USA
"ALLEN, Matthew",Department of Energy and Climate Change,UK
"ALVIM, Tulio",MRE,Brazil
"AMBENJE, Peter",Meteorology,Kenya
"AMECKE, Hermann","GIZ on behalf of Federal Ministry for the Environment, Nature Conservation, Building and Nuclear Safety",Germany
"ANSA, Eyo",Department Energy and Climate Change,UK
"ANTES, Matt","Energetics, Incorporated",USA
"ANTOS, George",National Science Foundation,USA
"ANTYPAS, Yanna",United States Department of Energy,USA
"APOTSOS, Alex",United States Agency for International Development,USA
"ARENT, Doug",National Renewable Energy Laboratory,USA
"ASPHJELL, Torgrim",Norwegian Environment Agency,Norway
"AVERCHENKOVA, Alina","Grantham Resource Institute, London School of Economics",UK
"AVERY, Chris",Department of Energy,USA
"AXLEY, James",Yale University,USA
"BAASHAN, Sarah",Ministry of Petroleum and Mineral Resources,Saudi Arabia
"BACKER, Ellen Bruzelius",Norwegian Environment Agency,Norway
"BADE, Michael",Federal Environment Agency,Germany
"BADEBERG, Ruth","German Aerospace Center, Project Management Agency",Germany
"BAIZE, Zack",United States Department of Energy,USA
"BAKHTIAN, Noel",United States Senate,USA
"BALA, Govindswamy",Indian Institue of Social Sciences,India
"BALDWIN, Sam",United States Department of Energy,USA
"BALS, Christoph",Germanwatch e. V.,Germany
"BARON, Richard",OECD,France
"BARRON, Jonathan",Ministry for the Environment,New Zealand
"BARTH, Matthias","German Aerospace Center, Project Management Agency",Germany
"BATES, Laura",Department of Energy and Climate Change,UK
"BEACH, Robert",RTI International,USA
"BECKEN, Katja",Federal Environment Agency,Germany
"BECKER, Ralf",Federal Environment Agency,Germany
"BENNDORF, Rosemarie",Federal Environment Agency,Germany
"BENTES, Julianna",United States Department of State,USA
"BERG, Richard",Illinois State Geological Survey,USA
"BERGER, Elena",United States Department of Energy,USA
"BERGER, Juliane",Federal Environment Agency,Germany
"BERGMAN, Aaron",United States Department of Energy,USA
"BERKE, Philip",University of North Carolina,USA
"BERTRAM, Andreas",Federal Environment Agency,Germany
"BEVAN, Nick",Department Energy and Climate Change,UK
"BHATT, Vatsal",Brookhaven National Laboratory,USA
"BHOWN, Abhoyjit",Electric Power Research Institute,USA
"BING, Lars Petter",Climate and Pollution Agency,Norway
"BLAIN, Dominique",Environment Canada,Canada
"BLAND, J. Nathan",United States Department of State,USA
"BLUESTEIN, Linda",United States Department of Energy,USA
"BOARNET, Marlon",University of Southern California,USA
"BODNAR, Paul",United States Department of State,USA
"BOEHM, Marie",Agriculture and Agri-Food Canada,Canada
"BOUDREAULT, Felix",Environment Canada,Canada
"BOYD, Erin",United States Department of Energy,USA
"BOYLAND, Mark",Natural Resources Canada,Canada
"BRAAMS, Cees",Ministry of Infrastructure and Environment,Netherlands
"BRADFORD, Travis",Columbia University,USA
"BRADLEY, Richard",Independent Consultant,USA
"BRAHNER, Birgit",Federal Environment Agency,Germany
"BRÅTEN, Kirsten Grønvik",Norwegian Environment Agency,Norway
"BREGMAN, Bram",Netherlands Met-office KNMI,Netherlands
"BRENDER, Pierre",MEDDE,France
"BRETSCHER, Daniel",Agroscope,Switzerland
"BROADHURST, Anna",Ministry of Foreign Affairs and Trade,New Zealand
"BROADMEADOW, Mark",Forestry Commission England,UK
"BROWN, Austin",United States Department of Energy,USA
"BROWN, Jessica",United States Department of State,USA
"BROWN, Nathan",Federal Aviation Administration,USA
"BRUMBELOW, Lindsay",United States Department of Energy,USA
"BRUNVATNE, Jon Olav",Norwegian Ministry of Agriculture and Food,Norway
"BUCHNER, Barbara",CPI - Climate Policy Initiative,Germany
"BUREAU, Dominique",MEDDE,France
"BUSH, Elizabeth",Environment Canada,Canada
"BUß, Maria",Federal Ministry for Economic Cooperation and Development,Germany
"CAI, Bofeng",Ministry of Environmental Protection,China
"CALLOWAY, Thomas","Department of Energy, Savannah River National Laboratory",USA
"CAMPAGNOLO, Gilles",CNRS,France
"CAMPBELL, Alison",Department of Energy and Climate Change,UK
"CAMPBELL, Ian",Agriculture and Agri-Food Canada,Canada
"CAPPER, David",Department of Energy and Climate Change,UK
"CASEY, Michael",Carbon Virgin,Switzerland
"CASTILLO, Nazareno",Secretariat of Environment,Argentina
"CHAI, Qimin",National Center for Climate Change Strategy and International Cooperation,China
"CHANG’A, Ladislaus",Tanzania Meteorological Agency,Tanzania
"CHAO, Qingchen",National Climate Center,China
"CHAPUIS, Anne",Climate and Pollution Agency,Norway
"CHARLES, Amanda",Government Office for Science,UK
"CHEN, Ji",National Center for Climate Change Strategy and International Cooperation,China
"CHEN, Lan",Ministry of Environmental Protection,China
"CHEN, Minpeng",Chinese Academy of Agricultural Sciences,China
"CHEN, Xumei",China Academy of Transportation Sciences,China
"CHEN, Yi",National Center for Climate Change Strategy and International Cooperation,China
"CHIPMAN, Peter",United States Department of Transportation,USA
"CHOUMERT, Guillaume",Ministry of Sustainable Development,France
"CHRISTENSEN, Tina",Danish Meteorological Institute,Denmark
"CHRISTOPHERSEN, Øyvind",Norwegian Environment Agency,Norway
"CLARK, Corrie",Argonne National Laboratory,USA
"CONBOY, Alison",Department of Energy and Climate Change,UK
"COOK, Julie",Natural Resources Canada,Canada
"COOPER, Craig","formerly Idaho National Laboratory (at craig.cooper@inl.gov), now in transition",USA
"COPPINGER, Steve",CalPortland Company,USA
"CORBETT, James",University of Delaware,USA
"CORNELIUS, Stephen",Department of Energy and Climate Change,UK
"CORREA, Moema","Ministry of Science, Technology and Innovation",Brazil
"CRAWFORD, Jim",Trane Ingersoll-Rand,USA
"CREASON, Jared",United States Environmental Protection Agency,USA
"CRESKO, Joe",United States Department of Energy,USA
"CREWS, Kelley",National Science Foundation,USA
"CRISTI, Lorenzo",Ministerio de Desarrollo Agropecuario,Panama
"CRISTINI, Luisa",University of Hawaii,USA
"CROCKER, John",Metropolitan Atlanta Rapid Transit Authority,USA
"CUDDY, Thomas","United States Department of Transportation, Federal Aviation Administration",USA
"CYTERMANN, Fabrice",Ministry of Sustainable Development,France
